;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,1135,-0.5973794,17.75384,-1.038425,-0.4787766,-0.2968598,-0.8262247,1,0.61102,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1136,-0.6136337,17.79804,-1.044165,-0.4903935,-0.2731393,-0.8275924,1,0.59491,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1137,-0.6247298,17.84547,-1.052575,-0.4948491,-0.2512323,-0.8318695,1,0.58499,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1138,-0.6311092,17.89439,-1.063043,-0.4918755,-0.2298611,-0.8397753,1,0.58164,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1139,-0.6326666,17.94293,-1.075123,-0.4835779,-0.2140155,-0.8487343,1,0.58499,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1140,-0.6311523,17.98938,-1.087743,-0.4689648,-0.1988186,-0.8605482,1,0.59491,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1141,-0.6216756,18.03155,-1.102076,-0.447763,-0.1781493,-0.8762255,1,0.61102,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1142,-0.6040023,18.06777,-1.117765,-0.4244321,-0.1603094,-0.8911557,1,0.63271,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1143,-0.5785792,18.09664,-1.134285,-0.3999373,-0.1461097,-0.9048216,1,0.65913,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1144,-0.5465494,18.11706,-1.150951,-0.3747601,-0.1359962,-0.9170932,1,0.68928,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1145,-0.5096896,18.1283,-1.166936,-0.3491991,-0.130297,-0.9279455,1,0.72199,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1146,-0.4702557,18.12997,-1.181346,-0.3231958,-0.129465,-0.9374344,1,0.756,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1147,-0.4307631,18.1221,-1.193294,-0.2969146,-0.1336834,-0.9455001,1,0.79002,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1148,-0.3937265,18.10507,-1.201988,-0.2704132,-0.1427456,-0.9521032,1,0.82273,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1149,-0.3614101,18.07959,-1.206813,-0.2435572,-0.1565096,-0.9571754,1,0.85287,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1150,-0.3356018,18.0467,-1.207403,-0.2165506,-0.1746643,-0.9605197,1,0.8793,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1151,-0.3174583,18.00767,-1.203675,-0.1898928,-0.1966687,-0.9619054,1,0.90098,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1152,-0.3074448,17.96396,-1.19585,-0.1646326,-0.2216602,-0.9611258,1,0.91709,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1153,-0.3053504,17.91723,-1.184436,-0.1464824,-0.240113,-0.9596294,1,0.92702,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1154,-0.3063017,17.86889,-1.171519,-0.1357545,-0.2583048,-0.9564776,1,0.93037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1155,-0.3120772,17.82091,-1.15699,-0.1312606,-0.2814834,-0.950546,1,0.92702,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1156,-0.3225904,17.77518,-1.141365,-0.1357944,-0.3037556,-0.9430231,1,0.91709,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1157,-0.3383093,17.73349,-1.124947,-0.1487896,-0.3264753,-0.9334214,1,0.90098,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1158,-0.3585138,17.69747,-1.108413,-0.1703736,-0.3463995,-0.9224859,1,0.8793,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1159,-0.3823865,17.66848,-1.09241,-0.2000017,-0.3623434,-0.9103332,1,0.85287,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1160,-0.4090544,17.64764,-1.077536,-0.2363335,-0.3732052,-0.8971423,1,0.82273,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1161,-0.4376162,17.63574,-1.06432,-0.2771896,-0.3781482,-0.8832723,1,0.79002,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
